date,TCMNOM_Y1,TCMNOM_Y5
19830506,8.58,9.74
19830509,8.75,9.86
19830510,8.64,9.81
19830511,8.62,9.82
19830512,8.79,9.87
19830513,8.68,9.86
19830516,8.86,10.02
19830517,8.9,10.03
19830518,8.88,10.06
19830519,8.98,10.17
19830520,9.04,10.2
19830523,9.16,10.27
19830524,9.19,10.3
19830525,9.21,10.29
19830526,9.31,10.38
19830527,9.29,10.37
19830530,,
19830531,9.48,10.55
19830601,9.39,10.48
19830602,9.36,10.46
19830603,9.48,10.53
19830606,9.53,10.54
19830607,9.66,10.61
19830608,9.73,10.64
19830609,9.58,10.63
19830610,9.68,10.64
19830613,9.52,10.5
19830614,9.58,10.53
19830615,9.55,10.48
19830616,9.51,10.46
19830617,9.56,10.47
19830620,9.83,10.62
19830621,9.78,10.64
19830622,9.79,10.71
19830623,9.8,10.76
19830624,9.92,10.83
19830627,9.91,10.92
19830628,9.84,10.85
19830629,9.76,10.76
19830630,9.7,10.76
19830701,9.67,10.72
19830704,,
19830705,10.01,11.03
19830706,9.98,10.98
19830707,10.2,11.12
19830708,10.29,11.16
19830711,10.16,11.09
19830712,10.29,11.24
19830713,10.28,11.21
19830714,10.26,11.21
19830715,10.37,11.36
19830718,10.27,11.3
19830719,10.22,11.23
19830720,10.12,11.14
19830721,10.1,11.16
19830722,10.19,11.26
19830725,10.2,11.26
19830726,10.24,11.33
19830727,10.22,11.32
19830728,10.39,11.47
19830729,10.48,11.59
19830801,10.53,11.63
19830802,10.65,11.68
19830803,10.57,11.68
19830804,10.7,11.84
19830805,10.68,11.85
19830808,10.78,11.95
19830809,10.72,11.88
19830810,10.81,11.94
19830811,10.78,11.87
19830812,10.77,11.82
19830815,10.58,11.58
19830816,10.44,11.52
19830817,10.37,11.41
19830818,10.36,11.44
19830819,10.4,11.5
19830822,10.21,11.3
19830823,10.28,11.37
19830824,10.19,11.3
19830825,10.29,11.35
19830826,10.37,11.4
19830829,10.54,11.63
19830830,10.55,11.67
19830831,10.59,11.79
19830901,10.57,11.76
19830902,10.62,11.81
19830905,,
19830906,10.46,11.63
19830907,10.33,11.52
19830908,10.37,11.57
19830909,10.36,11.53
19830912,10.12,11.35
19830913,10.16,11.38
19830914,10.28,11.51
19830915,10.31,11.61
19830916,10.19,11.43
19830919,10.06,11.42
19830920,9.99,11.33
19830921,10.05,11.4
19830922,10.05,11.4
19830923,9.92,11.29
19830926,9.78,11.18
19830927,9.85,11.21
19830928,9.93,11.24
19830929,9.99,11.26
19830930,9.89,11.2
19831003,9.9,11.22
19831004,9.83,11.22
19831005,9.71,11.11
19831006,9.71,11.1
19831007,9.72,11.12
19831010,,
19831011,9.93,11.36
19831012,9.92,11.35
19831013,9.94,11.4
19831014,9.89,11.31
19831017,9.69,11.21
19831018,9.71,11.2
19831019,9.68,11.2
19831020,9.71,11.22
19831021,9.66,11.18
19831024,9.89,11.39
19831025,9.87,11.4
19831026,9.86,11.4
19831027,9.81,11.39
19831028,9.85,11.39
19831031,9.82,11.39
19831101,9.9,11.38
19831102,9.87,11.39
19831103,9.94,11.41
19831104,10.07,11.53
19831107,10.03,11.56
19831108,,
19831109,9.96,11.54
19831110,9.87,11.4
19831111,,
19831114,9.85,11.38
19831115,9.9,11.4
19831116,9.92,11.4
19831117,9.97,11.44
19831118,9.97,11.46
19831121,9.9,11.38
19831122,9.85,11.34
19831123,9.93,11.37
19831124,,
19831125,9.91,11.31
19831128,10.02,11.41
19831129,9.97,11.31
19831130,9.98,11.36
19831201,9.99,11.37
19831202,10.08,11.47
19831205,10.08,11.5
19831206,10.04,11.46
19831207,10.08,11.49
19831208,10.16,11.57
19831209,10.13,11.58
19831212,10.06,11.54
19831213,10.18,11.65
19831214,10.17,11.68
19831215,10.18,11.66
19831216,10.14,11.59
19831219,10.13,11.59
19831220,10.16,11.56
19831221,10.11,11.54
19831222,10.1,11.51
19831223,10.14,11.53
19831226,,
19831227,10.08,11.5
19831228,10.11,11.56
19831229,10.09,11.52
19831230,10.08,11.57
19840102,,
19840103,10.11,11.59
19840104,10.03,11.5
19840105,9.99,11.47
19840106,9.93,11.43
19840109,9.98,11.47
19840110,9.92,11.44
19840111,9.99,11.46
19840112,9.98,11.48
19840113,9.66,11.26
19840116,9.76,11.25
19840117,9.85,11.28
19840118,9.97,11.3
19840119,9.88,11.29
19840120,9.86,11.32
19840123,9.87,11.31
19840124,9.88,11.31
19840125,9.87,11.31
19840126,9.87,11.31
19840127,9.85,11.31
19840130,9.83,11.31
19840131,9.85,11.34
19840201,9.8,11.31
19840202,9.78,11.28
19840203,9.8,11.31
19840206,9.97,11.4
19840207,9.95,11.4
19840208,9.94,11.41
19840209,9.9,11.43
19840210,9.95,11.52
19840213,,
19840214,10.02,11.54
19840215,9.96,11.5
19840216,10.01,11.51
19840217,10.2,11.63
19840220,,
19840221,10.18,11.62
19840222,10.17,11.61
19840223,10.29,11.76
19840224,10.18,11.69
19840227,10.26,11.77
19840228,10.25,11.8
19840229,10.21,11.74
19840301,10.28,11.77
19840302,10.18,11.68
19840305,10.24,11.76
19840306,10.26,11.77
19840307,10.32,11.87
19840308,10.38,11.9
19840309,10.46,11.95
19840312,10.43,11.94
19840313,10.47,11.97
19840314,10.56,12
19840315,10.53,11.99
19840316,10.65,12.01
19840319,10.73,12.11
19840320,10.81,12.13
19840321,10.85,12.17
19840322,10.93,12.22
19840323,10.91,12.23
19840326,10.87,12.2
19840327,10.83,12.21
19840328,10.75,12.15
19840329,10.72,12.16
19840330,10.8,12.28
19840402,10.84,12.29
19840403,10.98,12.4
19840404,10.99,12.44
19840405,10.97,12.42
19840406,10.79,12.24
19840409,10.71,12.22
19840410,10.71,12.26
19840411,10.71,12.24
19840412,10.74,12.16
19840413,10.91,12.3
19840416,10.95,12.35
19840417,10.87,12.3
19840418,10.95,12.4
19840419,10.98,12.47
19840420,,
19840423,10.97,12.49
19840424,10.95,12.46
19840425,10.97,12.45
19840426,10.93,12.42
19840427,11.06,12.55
19840430,11.11,12.57
19840501,11.08,12.57
19840502,11.16,12.62
19840503,11.17,12.64
19840504,11.41,12.83
19840507,11.49,12.9
19840508,11.47,12.88
19840509,11.5,12.97
19840510,11.5,12.98
19840511,11.65,13.2
19840514,11.69,13.3
19840515,11.69,13.23
19840516,11.62,13.17
19840517,11.72,13.27
19840518,11.68,13.21
19840521,11.66,13.18
19840522,11.8,13.27
19840523,11.85,13.3
19840524,12,13.46
19840525,11.9,13.52
19840528,,
19840529,12.07,13.7
19840530,12.2,13.84
19840531,12.15,13.76
19840601,11.96,13.46
19840604,11.85,13.29
19840605,11.82,13.24
19840606,11.89,13.38
19840607,12,13.43
19840608,12.03,13.35
19840611,12.2,13.57
19840612,12.13,13.45
19840613,11.97,13.37
19840614,11.93,13.31
19840615,11.85,13.12
19840618,11.91,13.19
19840619,11.91,13.3
19840620,12.26,13.57
19840621,12.34,13.67
19840622,12.31,13.72
19840625,12.24,13.7
19840626,12.29,13.77
19840627,12.25,13.7
19840628,12.32,13.7
19840629,12.3,13.72
19840702,12.23,13.73
19840703,12.19,13.67
19840704,,
19840705,12.1,13.64
19840706,12.15,13.65
19840709,12.05,13.4
19840710,12.1,13.46
19840711,12.23,13.45
19840712,12.13,13.39
19840713,11.99,13.24
19840716,12.07,13.24
19840717,12.11,13.29
19840718,12.01,13.22
19840719,11.95,13.17
19840720,12,13.24
19840723,12.06,13.25
19840724,12,13.24
19840725,11.86,12.95
19840726,11.76,12.8
19840727,11.8,12.89
19840730,11.9,13
19840731,11.86,12.85
19840801,11.82,12.74
19840802,11.85,12.71
19840803,11.75,12.55
19840806,11.88,12.66
19840807,11.85,12.64
19840808,11.8,12.62
19840809,11.74,12.59
19840810,11.73,12.63
19840813,11.81,12.71
19840814,11.71,12.62
19840815,11.7,12.68
19840816,11.7,12.66
19840817,11.73,12.67
19840820,11.8,12.66
19840821,11.8,12.64
19840822,11.78,12.66
19840823,11.81,12.68
19840824,11.81,12.67
19840827,11.95,12.8
19840828,11.97,12.82
19840829,11.97,12.78
19840830,11.99,12.79
19840831,11.96,12.77
19840903,,
19840904,12.01,12.85
19840905,12.02,12.92
19840906,11.95,12.82
19840907,11.83,12.75
19840910,11.65,12.65
19840911,11.68,12.59
19840912,11.69,12.62
19840913,11.56,12.47
19840914,11.48,12.42
19840917,11.53,12.42
19840918,11.45,12.33
19840919,11.34,12.26
19840920,11.3,12.27
19840921,11.43,12.44
19840924,11.49,12.51
19840925,11.43,12.53
19840926,11.42,12.47
19840927,11.32,12.31
19840928,11.43,12.48
19841001,11.44,12.51
19841002,11.44,12.52
19841003,11.4,12.49
19841004,11.37,12.45
19841005,11.31,12.35
19841008,,
19841009,11.25,12.32
19841010,11.23,12.32
19841011,11.12,12.23
19841012,11.03,12.17
19841015,11.11,12.24
19841016,11.1,12.25
19841017,10.99,12.21
19841018,10.82,11.98
19841019,10.61,11.82
19841022,10.62,11.82
19841023,10.45,11.62
19841024,10.29,11.55
19841025,10.35,11.65
19841026,10.59,11.83
19841029,10.55,11.79
19841030,10.37,11.63
19841031,10.26,11.59
19841101,10.18,11.45
19841102,10.17,11.46
19841105,10.01,11.4
19841106,,
19841107,9.93,11.45
19841108,10.06,11.55
19841109,9.91,11.47
19841112,,
19841113,10.06,11.55
19841114,10.08,11.59
19841115,9.95,11.52
19841116,9.85,11.46
19841119,9.85,11.41
19841120,9.76,11.29
19841121,9.53,11.14
19841122,,
19841123,9.43,10.99
19841126,9.48,11.05
19841127,9.51,11.05
19841128,9.51,11.03
19841129,9.52,11.07
19841130,9.71,11.25
19841203,9.66,11.23
19841204,9.59,11.16
19841205,9.58,11.14
19841206,9.68,11.23
19841207,9.65,11.31
19841210,9.63,11.26
19841211,9.57,11.18
19841212,9.44,11.14
19841213,9.54,11.27
19841214,9.26,11.08
19841217,9.18,11.01
19841218,9.01,10.83
19841219,9.04,10.86
19841220,9.14,10.89
19841221,9.1,10.89
19841224,9.02,10.85
19841225,,
19841226,9.08,10.97
19841227,9.11,10.98
19841228,9.17,11.03
19841231,9.22,11.08
19850101,,
19850102,9.19,11.22
19850103,9.17,11.13
19850104,9.17,11.19
19850107,9.03,11.09
19850108,9.04,11.04
19850109,8.95,11.03
19850110,9.05,11.05
19850111,9.13,11.14
19850114,9.12,11.13
19850115,9.04,11.01
19850116,9.04,11.02
19850117,9.04,10.99
19850118,8.99,10.89
19850121,,
19850122,8.91,10.79
19850123,8.9,10.74
19850124,8.88,10.61
19850125,8.9,10.66
19850128,8.95,10.7
19850129,8.97,10.7
19850130,8.95,10.68
19850131,9.09,10.77
19850201,9.21,10.93
19850204,9.2,10.99
19850205,9.14,10.93
19850206,9.15,11
19850207,9.21,11.04
19850208,9.18,11
19850211,9.22,11.05
19850212,,
19850213,9.22,11.02
19850214,9.18,10.93
19850215,9.15,10.98
19850218,,
19850219,9.13,10.95
19850220,9.24,11.09
19850221,9.4,11.29
19850222,9.44,11.35
19850225,9.41,11.4
19850226,9.41,11.35
19850227,9.64,11.51
19850228,9.72,11.55
19850301,9.87,11.52
19850304,9.91,11.57
19850305,9.84,11.49
19850306,9.88,11.53
19850307,10.08,11.61
19850308,9.76,11.37
19850311,9.71,11.38
19850312,9.8,11.45
19850313,9.95,11.59
19850314,10.07,11.63
19850315,10,11.63
19850318,10.09,11.7
19850319,10.04,11.67
19850320,10,11.62
19850321,9.84,11.48
19850322,9.89,11.55
19850325,9.83,11.53
19850326,9.77,11.45
19850327,9.71,11.49
19850328,9.61,11.38
19850329,9.49,11.29
19850401,9.51,11.28
19850402,9.54,11.33
19850403,9.55,11.34
19850404,9.54,11.35
19850405,,
19850408,9.53,11.36
19850409,9.4,11.28
19850410,9.36,11.2
19850411,9.14,11.05
19850412,9.15,11.05
19850415,9.15,11.02
19850416,8.95,10.8
19850417,9.01,10.86
19850418,8.77,10.69
19850419,8.86,10.69
19850422,8.77,10.67
19850423,8.9,10.79
19850424,8.88,10.77
19850425,8.96,10.87
19850426,8.93,10.87
19850429,9.07,10.96
19850430,8.99,10.91
19850501,8.89,10.81
19850502,8.91,10.83
19850503,8.73,10.74
19850506,8.76,10.71
19850507,8.72,10.68
19850508,8.76,10.74
19850509,8.73,10.68
19850510,8.68,10.57
19850513,8.69,10.56
19850514,8.58,10.39
19850515,8.49,10.39
19850516,8.38,10.28
19850517,8.45,10.32
19850520,8.21,10.04
19850521,8.23,10.07
19850522,8.21,10.05
19850523,8.25,10.11
19850524,8.19,10.05
19850527,,
19850528,8.14,9.95
19850529,8.15,9.9
19850530,8.09,9.84
19850531,7.98,9.68
19850603,7.83,9.5
19850604,7.81,9.47
19850605,7.63,9.26
19850606,7.72,9.33
19850607,7.99,9.67
19850610,8.04,9.68
19850611,7.92,9.63
19850612,7.88,9.65
19850613,7.87,9.67
19850614,7.54,9.39
19850617,7.59,9.45
19850618,7.48,9.33
19850619,7.6,9.46
19850620,7.7,9.51
19850621,7.94,9.75
19850624,7.98,9.83
19850625,8.02,9.95
19850626,7.98,9.97
19850627,7.86,9.83
19850628,7.71,9.65
19850701,7.72,9.58
19850702,7.73,9.61
19850703,7.75,9.62
19850704,,
19850705,7.43,9.3
19850708,7.6,9.41
19850709,7.65,9.41
19850710,7.66,9.45
19850711,7.84,9.61
19850712,7.88,9.63
19850715,7.84,9.63
19850716,7.76,9.59
19850717,7.71,9.54
19850718,7.88,9.71
19850719,7.92,9.72
19850722,8.02,9.87
19850723,8.05,9.91
19850724,8.04,9.92
19850725,8.01,9.91
19850726,8.02,9.96
19850729,8.07,10.02
19850730,8.14,10.02
19850731,8.12,9.98
19850801,8.12,9.95
19850802,8.23,10.09
19850805,8.22,10.06
19850806,8.18,10.08
19850807,8.16,10.01
19850808,8.11,9.91
19850809,8.08,9.86
19850812,8.07,9.86
19850813,8.1,9.92
19850814,8.05,9.84
19850815,8.1,9.83
19850816,8.01,9.74
19850819,8,9.74
19850820,8,9.7
19850821,7.92,9.63
19850822,7.91,9.62
19850823,7.94,9.67
19850826,7.98,9.7
19850827,7.94,9.65
19850828,7.95,9.63
19850829,7.94,9.58
19850830,8.03,9.74
19850902,,
19850903,8.02,9.71
19850904,7.92,9.64
19850905,8.02,9.71
19850906,8.21,9.97
19850909,8.22,9.97
19850910,8.19,9.96
19850911,8.23,9.98
19850912,8.21,9.97
19850913,8.14,9.87
19850916,8.09,9.83
19850917,8.13,9.85
19850918,8.12,9.87
19850919,8.16,9.89
19850920,8.07,9.81
19850923,7.94,9.74
19850924,7.9,9.69
19850925,7.81,9.59
19850926,7.87,9.61
19850927,,
19850930,7.99,9.73
19851001,7.94,9.69
19851002,7.95,9.69
19851003,7.97,9.69
19851004,7.97,9.73
19851007,8.07,9.83
19851008,8.06,9.81
19851009,8.05,9.82
19851010,8.08,9.82
19851011,8.05,9.82
19851014,,
19851015,8.06,9.79
19851016,8.02,9.73
19851017,7.99,9.67
19851018,7.97,9.62
19851021,7.98,9.63
19851022,7.98,9.6
19851023,8.02,9.62
19851024,8.09,9.64
19851025,8.07,9.67
19851028,8.08,9.75
19851029,8.01,9.61
19851030,7.91,9.45
19851031,7.92,9.47
19851101,7.91,9.45
19851104,7.95,9.44
19851105,7.93,9.39
19851106,7.91,9.38
19851107,7.92,9.38
19851108,7.82,9.3
19851111,,
19851112,7.81,9.2
19851113,7.88,9.28
19851114,7.91,9.33
19851115,7.94,9.39
19851118,7.83,9.22
19851119,7.83,9.2
19851120,7.87,9.22
19851121,7.84,9.17
19851122,7.86,9.22
19851125,7.87,9.23
19851126,7.9,9.24
19851127,7.86,9.12
19851128,,
19851129,7.85,9.07
19851202,7.91,9.14
19851203,7.92,9.15
19851204,7.87,9.1
19851205,7.91,9.1
19851206,7.89,9.12
19851209,7.83,8.98
19851210,7.76,8.83
19851211,7.53,8.64
19851212,7.61,8.72
19851213,7.5,8.63
19851216,7.53,8.62
19851217,7.52,8.48
19851218,7.64,8.57
19851219,7.59,8.58
19851220,7.58,8.52
19851223,7.63,8.56
19851224,7.63,8.56
19851225,,
19851226,7.55,8.52
19851227,7.55,8.5
19851230,7.62,8.49
19851231,7.6,8.49
19860101,,
19860102,7.64,8.51
19860103,7.65,8.52
19860106,7.64,8.54
19860107,7.59,8.44
19860108,7.73,8.58
19860109,7.83,8.78
19860110,7.89,8.89
19860113,7.95,9
19860114,7.93,8.93
19860115,7.85,8.82
19860116,7.79,8.79
19860117,7.8,8.74
19860120,,
19860121,7.77,8.74
19860122,7.76,8.77
19860123,7.71,8.74
19860124,7.68,8.74
19860127,7.63,8.63
19860128,7.6,8.53
19860129,7.65,8.56
19860130,7.64,8.57
19860131,7.57,8.53
19860203,7.59,8.5
19860204,7.55,8.44
19860205,7.58,8.51
19860206,7.63,8.54
19860207,7.8,8.62
19860210,7.74,8.54
19860211,7.68,8.47
19860212,7.71,8.46
19860213,7.71,8.43
19860214,7.59,8.29
19860217,,
19860218,7.56,8.28
19860219,7.67,8.37
19860220,7.68,8.39
19860221,7.56,8.24
19860224,7.53,8.2
19860225,7.59,8.21
19860226,7.57,8.07
19860227,7.48,7.91
19860228,7.43,7.91
19860303,7.35,7.76
19860304,7.23,7.55
19860305,7.3,7.76
19860306,7.14,7.68
19860307,7.07,7.56
19860310,7.01,7.41
19860311,7.03,7.35
19860312,7.04,7.37
19860313,7.07,7.46
19860314,7,7.4
19860317,7.03,7.42
19860318,7.03,7.48
19860319,7.02,7.46
19860320,7,7.45
19860321,6.98,7.47
19860324,6.92,7.4
19860325,6.93,7.39
19860326,6.92,7.36
19860327,6.79,7.28
19860328,,
19860331,6.72,7.19
19860401,6.7,7.18
19860402,6.68,7.21
19860403,6.68,7.29
19860404,6.58,7.22
19860407,6.56,7.19
19860408,6.48,7.07
19860409,6.33,6.99
19860410,6.32,6.95
19860411,6.34,7
19860414,6.26,6.89
19860415,6.26,6.88
19860416,6.14,6.68
19860417,6.19,6.75
19860418,6.19,6.78
19860421,6.23,6.75
19860422,6.32,6.93
19860423,6.48,7.11
19860424,6.62,7.31
19860425,6.65,7.39
19860428,6.59,7.27
19860429,6.55,7.17
19860430,6.54,7.17
19860501,6.55,7.2
19860502,6.57,7.23
19860505,6.51,7.17
19860506,6.48,7.16
19860507,6.49,7.21
19860508,6.45,7.17
19860509,6.51,7.25
19860512,6.61,7.41
19860513,6.61,7.46
19860514,6.56,7.48
19860515,6.65,7.67
19860516,6.8,7.89
19860519,6.8,7.87
19860520,6.75,7.8
19860521,6.72,7.76
19860522,6.73,7.76
19860523,6.7,7.73
19860526,,
19860527,6.67,7.65
19860528,6.72,7.55
19860529,6.87,7.78
19860530,6.88,7.82
19860602,7,8.05
19860603,7.01,7.99
19860604,7.08,8.17
19860605,7.05,8.1
19860606,6.84,7.78
19860609,6.9,7.94
19860610,6.89,7.92
19860611,6.93,7.9
19860612,6.88,7.83
19860613,6.66,7.57
19860616,6.63,7.47
19860617,6.58,7.45
19860618,6.57,7.41
19860619,6.66,7.49
19860620,6.6,7.45
19860623,6.6,7.42
19860624,6.57,7.35
19860625,6.53,7.31
19860626,6.52,7.29
19860627,6.47,7.27
19860630,6.41,7.23
19860701,6.39,7.23
19860702,6.38,7.23
19860703,6.26,7.15
19860704,,
19860707,6.26,7.14
19860708,6.41,7.26
19860709,6.31,7.14
19860710,6.29,7.12
19860711,6.17,7
19860714,6.18,6.97
19860715,6.17,6.91
19860716,6.2,6.9
19860717,6.21,6.91
19860718,6.15,6.88
19860721,6.14,6.88
19860722,6.2,6.93
19860723,6.29,7.04
19860724,6.3,7.12
19860725,6.32,7.09
19860728,6.39,7.23
19860729,6.33,7.13
19860730,6.3,7.1
19860731,6.2,7.02
19860801,6.15,7.02
19860804,6.13,7.01
19860805,6.16,7.07
19860806,6.2,7.13
19860807,6.19,7.1
19860808,6.12,6.97
19860811,6.08,6.9
19860812,6.03,6.89
19860813,5.97,6.83
19860814,6,6.89
19860815,5.98,6.83
19860818,5.98,6.83
19860819,5.89,6.7
19860820,5.85,6.65
19860821,5.74,6.62
19860822,5.78,6.68
19860825,5.72,6.65
19860826,5.68,6.63
19860827,5.73,6.53
19860828,5.68,6.52
19860829,5.52,6.4
19860901,,
19860902,5.59,6.45
19860903,5.68,6.64
19860904,5.63,6.63
19860905,5.72,6.81
19860908,5.78,6.89
19860909,5.77,6.88
19860910,5.74,6.85
19860911,5.84,7.07
19860912,5.8,7.09
19860915,5.77,7
19860916,5.76,6.99
19860917,5.77,6.93
19860918,5.87,7.02
19860919,5.86,7.1
19860922,5.82,7.06
19860923,5.83,7.03
19860924,5.78,6.94
19860925,5.78,6.94
19860926,5.79,6.96
19860929,5.86,7.04
19860930,5.82,6.98
19861001,5.82,6.93
19861002,5.83,6.95
19861003,5.6,6.74
19861006,5.58,6.71
19861007,5.57,6.71
19861008,5.55,6.71
19861009,5.57,6.73
19861010,5.59,6.73
19861013,,
19861014,5.69,6.82
19861015,5.7,6.87
19861016,5.72,6.87
19861017,5.81,6.94
19861020,5.88,7.05
19861021,5.83,6.96
19861022,5.82,6.91
19861023,5.79,6.82
19861024,5.79,6.86
19861027,5.76,6.82
19861028,5.79,6.85
19861029,5.75,6.82
19861030,5.69,6.75
19861031,5.73,6.76
19861103,5.71,6.71
19861104,5.72,6.71
19861105,5.75,6.72
19861106,5.79,6.79
19861107,5.85,6.86
19861110,5.92,6.89
19861111,,
19861112,5.89,6.87
19861113,5.87,6.83
19861114,5.86,6.81
19861117,5.84,6.77
19861118,5.81,6.79
19861119,5.73,6.73
19861120,5.82,6.74
19861121,5.75,6.72
19861124,5.75,6.69
19861125,5.77,6.66
19861126,5.78,6.65
19861127,,
19861128,5.76,6.65
19861201,5.82,6.69
19861202,5.8,6.61
19861203,5.75,6.58
19861204,5.73,6.53
19861205,5.81,6.65
19861208,5.83,6.61
19861209,5.82,6.6
19861210,5.82,6.58
19861211,5.83,6.64
19861212,5.84,6.66
19861215,5.88,6.69
19861216,5.88,6.67
19861217,5.93,6.68
19861218,5.9,6.69
19861219,5.89,6.69
19861222,5.91,6.69
19861223,5.94,6.68
19861224,5.92,6.68
19861225,,
19861226,5.91,6.69
19861229,6.02,6.78
19861230,6.06,6.82
19861231,5.95,6.81
19870101,,
19870102,5.86,6.75
19870105,5.85,6.67
19870106,5.85,6.67
19870107,5.78,6.65
19870108,5.78,6.6
19870109,5.76,6.58
19870112,5.76,6.61
19870113,5.78,6.64
19870114,5.78,6.67
19870115,5.78,6.64
19870116,5.72,6.6
19870119,,
19870120,5.65,6.57
19870121,5.7,6.57
19870122,5.7,6.57
19870123,5.7,6.59
19870126,5.79,6.67
19870127,5.81,6.66
19870128,5.79,6.63
19870129,5.8,6.65
19870130,5.93,6.71
19870202,5.93,6.75
19870203,5.92,6.77
19870204,5.93,6.76
19870205,5.87,6.7
19870206,5.93,6.73
19870209,5.99,6.79
19870210,6.08,6.89
19870211,6.11,6.96
19870212,6.03,6.92
19870213,6.05,6.83
19870216,,
19870217,6.09,6.87
19870218,6.02,6.84
19870219,5.9,6.76
19870220,5.89,6.78
19870223,5.88,6.78
19870224,5.88,6.75
19870225,5.91,6.72
19870226,5.91,6.74
19870227,5.9,6.71
19870302,5.92,6.69
19870303,5.96,6.72
19870304,5.9,6.66
19870305,5.91,6.69
19870306,6.02,6.77
19870309,6.04,6.78
19870310,6.09,6.78
19870311,6.09,6.78
19870312,6.09,6.78
19870313,6.01,6.75
19870316,6.04,6.77
19870317,6,6.75
19870318,5.99,6.76
19870319,5.95,6.75
19870320,5.98,6.77
19870323,6.03,6.8
19870324,6.06,6.82
19870325,6.07,6.84
19870326,6.06,6.81
19870327,6.14,6.89
19870330,6.23,7.07
19870331,6.15,7.02
19870401,6.21,7.12
19870402,6.18,7.12
19870403,6.14,7.1
19870406,6.1,7.06
19870407,6.15,7.14
19870408,6.17,7.14
19870409,6.33,7.3
19870410,6.56,7.55
19870413,6.69,7.68
19870414,6.73,7.83
19870415,6.57,7.67
19870416,6.41,7.55
19870417,,
19870420,6.61,7.72
19870421,6.52,7.71
19870422,6.66,7.77
19870423,6.72,7.92
19870424,6.84,8.05
19870427,6.88,7.97
19870428,6.75,7.91
19870429,6.75,7.93
19870430,6.62,7.82
19870501,6.78,7.98
19870504,6.92,8.12
19870505,6.9,8.08
19870506,6.85,8.15
19870507,6.87,8.08
19870508,6.84,8.04
19870511,6.92,8.19
19870512,6.92,8.19
19870513,7,8.18
19870514,7.02,8.2
19870515,7.27,8.45
19870518,7.24,8.42
19870519,7.3,8.55
19870520,7.23,8.61
19870521,7.12,8.55
19870522,7.1,8.49
19870525,,
19870526,6.96,8.23
19870527,7.01,8.28
19870528,6.94,8.25
19870529,6.88,8.15
19870601,6.88,8.08
19870602,6.98,8.31
19870603,6.91,8.25
19870604,6.87,8.2
19870605,6.9,8.11
19870608,6.9,8.14
19870609,6.83,8.18
19870610,6.76,8.15
19870611,6.78,8.13
19870612,6.71,7.9
19870615,6.73,7.89
19870616,6.74,7.89
19870617,6.72,7.83
19870618,6.73,7.87
19870619,6.72,7.89
19870622,6.69,7.83
19870623,6.75,7.85
19870624,6.83,7.94
19870625,6.77,7.91
19870626,6.8,8.02
19870629,6.73,7.97
19870630,6.77,8.02
19870701,6.69,7.96
19870702,6.66,7.9
19870703,,
19870706,6.67,7.9
19870707,6.63,7.9
19870708,6.62,7.9
19870709,6.64,7.95
19870710,6.51,7.88
19870713,6.51,7.93
19870714,6.5,7.89
19870715,6.57,7.97
19870716,6.54,7.95
19870717,6.55,7.92
19870720,6.58,7.96
19870721,6.69,8.03
19870722,6.73,8.05
19870723,6.74,8.08
19870724,6.82,8.12
19870727,6.84,8.15
19870728,6.86,8.17
19870729,6.91,8.16
19870730,6.88,8.2
19870731,6.89,8.21
19870803,7.01,8.34
19870804,7.01,8.34
19870805,6.9,8.26
19870806,6.91,8.28
19870807,6.97,8.27
19870810,6.98,8.29
19870811,6.94,8.26
19870812,6.92,8.27
19870813,6.89,8.21
19870814,6.91,8.18
19870817,6.93,8.17
19870818,6.98,8.31
19870819,7.04,8.34
19870820,7.07,8.35
19870821,7.04,8.35
19870824,7.07,8.34
19870825,7.08,8.32
19870826,7.15,8.36
19870827,7.24,8.48
19870828,7.26,8.54
19870831,7.23,8.52
19870901,7.3,8.57
19870902,7.4,8.77
19870903,7.5,8.77
19870904,7.63,8.82
19870907,,
19870908,7.78,9.02
19870909,7.75,9
19870910,7.67,8.95
19870911,7.66,8.88
19870914,7.67,8.87
19870915,7.66,8.95
19870916,7.66,9
19870917,7.65,8.98
19870918,7.62,8.91
19870921,7.68,8.94
19870922,7.67,8.91
19870923,7.66,8.92
19870924,7.74,9.03
19870925,7.77,9.06
19870928,7.76,9.07
19870929,7.88,9.17
19870930,7.92,9.21
19871001,7.94,9.22
19871002,7.92,9.2
19871005,8,9.28
19871006,8.01,9.32
19871007,8,9.31
19871008,8.24,9.49
19871009,8.25,9.56
19871012,,
19871013,8.17,9.51
19871014,8.35,9.75
19871015,8.42,9.82
19871016,8.38,9.84
19871019,7.98,9.7
19871020,7.15,8.93
19871021,7.03,8.8
19871022,7.02,8.52
19871023,6.93,8.55
19871026,6.73,8.33
19871027,6.81,8.42
19871028,6.72,8.43
19871029,6.66,8.33
19871030,6.75,8.37
19871102,6.98,8.44
19871103,6.87,8.38
19871104,6.83,8.3
19871105,6.76,8.18
19871106,6.9,8.28
19871109,6.92,8.3
19871110,6.89,8.27
19871111,,
19871112,6.96,8.27
19871113,7.07,8.34
19871116,7.13,8.34
19871117,7.06,8.38
19871118,7.02,8.38
19871119,6.98,8.34
19871120,6.88,8.32
19871123,6.96,8.34
19871124,6.97,8.35
19871125,7.03,8.41
19871126,,
19871127,7.12,8.55
19871130,7,8.43
19871201,7.05,8.44
19871202,7.03,8.43
19871203,7.01,8.35
19871204,7,8.35
