date,TCMNOM_Y1,TCMNOM_Y5
19730101,,
19730102,5.72,6.29
19730103,5.69,6.26
19730104,5.67,6.23
19730105,5.7,6.27
19730108,5.74,6.3
19730109,5.74,6.3
19730110,5.76,6.31
19730111,5.79,6.31
19730112,5.87,6.33
19730115,5.87,6.31
19730116,5.89,6.32
19730117,5.88,6.3
19730118,5.89,6.32
19730119,5.93,6.36
19730122,5.94,6.38
19730123,5.95,6.35
19730124,6.02,6.39
19730125,6.04,6.41
19730126,6.19,6.44
19730129,6.16,6.44
19730130,6.08,6.44
19730131,6.09,6.45
19730201,6.2,6.56
19730202,6.23,6.58
19730205,6.22,6.58
19730206,6.23,6.58
19730207,6.18,6.57
19730208,6.12,6.55
19730209,6.06,6.51
19730212,,
19730213,6.08,6.54
19730214,6.05,6.54
19730215,6,6.53
19730216,6.01,6.55
19730219,,
19730220,6.13,6.65
19730221,6.21,6.65
19730222,6.21,6.64
19730223,6.23,6.6
19730226,6.38,6.72
19730227,6.43,6.72
19730228,6.43,6.73
19730301,6.43,6.72
19730302,6.47,6.77
19730305,6.52,6.79
19730306,6.63,6.83
19730307,6.63,6.8
19730308,6.66,6.83
19730309,6.74,6.83
19730312,6.77,6.84
19730313,6.8,6.81
19730314,6.85,6.82
19730315,6.93,6.85
19730316,7.13,6.92
19730319,7.06,6.85
19730320,7.02,6.85
19730321,7.02,6.83
19730322,7.03,6.84
19730323,7.01,6.84
19730326,6.98,6.76
19730327,6.96,6.74
19730328,6.98,6.69
19730329,6.99,6.68
19730330,7.09,6.81
19730402,7.09,6.81
19730403,7.07,6.77
19730404,7.03,6.71
19730405,7,6.7
19730406,6.87,6.59
19730409,6.77,6.55
19730410,6.79,6.58
19730411,6.85,6.63
19730412,6.86,6.64
19730413,6.81,6.55
19730416,6.77,6.57
19730417,6.77,6.66
19730418,6.74,6.67
19730419,6.77,6.71
19730420,,
19730423,6.82,6.76
19730424,6.79,6.73
19730425,6.8,6.72
19730426,6.76,6.67
19730427,6.77,6.7
19730430,6.8,6.73
19730501,6.83,6.77
19730502,6.83,6.78
19730503,6.84,6.8
19730504,6.83,6.83
19730507,6.83,6.83
19730508,6.81,6.8
19730509,6.74,6.78
19730510,6.72,6.77
19730511,6.76,6.81
19730514,6.75,6.8
19730515,6.71,6.78
19730516,6.7,6.76
19730517,6.85,6.81
19730518,6.91,6.83
19730521,6.97,6.86
19730522,7,6.86
19730523,7.08,6.84
19730524,7.04,6.8
19730525,7.04,6.78
19730528,,
19730529,7.1,6.8
19730530,7.16,6.8
19730531,7.16,6.78
19730601,7.22,6.78
19730604,7.28,6.8
19730605,7.23,6.7
19730606,7.21,6.57
19730607,7.2,6.61
19730608,7.2,6.59
19730611,7.23,6.62
19730612,7.2,6.61
19730613,7.19,6.62
19730614,7.2,6.62
19730615,7.19,6.63
19730618,7.25,6.65
19730619,7.29,6.66
19730620,7.29,6.66
19730621,7.29,6.67
19730622,7.34,6.7
19730625,7.39,6.74
19730626,7.41,6.76
19730627,7.53,6.78
19730628,7.58,6.82
19730629,7.74,6.9
19730702,7.98,7
19730703,8.03,7.03
19730704,,
19730705,8.06,7.02
19730706,8.11,7.07
19730709,8.19,7.18
19730710,8.12,7.11
19730711,8.02,7.11
19730712,8.08,7.12
19730713,8.19,7.17
19730716,8.24,7.21
19730717,8.26,7.22
19730718,8.38,7.26
19730719,8.54,7.39
19730720,8.61,7.48
19730723,8.61,7.45
19730724,8.67,7.5
19730725,8.71,7.56
19730726,8.75,7.7
19730727,8.86,7.78
19730730,8.89,7.8
19730731,8.87,7.87
19730801,8.91,7.94
19730802,8.91,7.86
19730803,8.94,7.98
19730806,9.08,8.06
19730807,9.23,8.13
19730808,9.2,7.97
19730809,9.18,8.01
19730810,9.22,7.96
19730813,9.15,7.84
19730814,9.01,7.81
19730815,8.97,7.71
19730816,8.76,7.54
19730817,8.58,7.41
19730820,8.77,7.5
19730821,8.76,7.47
19730822,8.75,7.51
19730823,8.55,7.31
19730824,8.45,7.15
19730827,8.51,7.23
19730828,8.54,7.31
19730829,8.51,7.22
19730830,8.47,7.26
19730831,8.47,7.28
19730903,,
19730904,8.46,7.22
19730905,8.36,7.12
19730906,8.38,7.12
19730907,8.35,7.1
19730910,8.44,7.23
19730911,8.51,7.33
19730912,8.63,7.33
19730913,8.71,7.36
19730914,8.66,7.29
19730917,8.56,7.11
19730918,8.4,6.99
19730919,8.41,7.02
19730920,8.37,6.95
19730921,8.25,6.91
19730924,8.16,6.81
19730925,8.08,6.79
19730926,7.95,6.82
19730927,7.64,6.8
19730928,7.5,6.72
19731001,7.55,6.75
19731002,7.77,6.88
19731003,7.74,6.82
19731004,7.76,6.88
19731005,7.52,6.72
19731008,,
19731009,7.42,6.68
19731010,7.47,6.74
19731011,7.46,6.74
19731012,7.37,6.68
19731015,7.39,6.75
19731016,7.43,6.8
19731017,7.4,6.79
19731018,7.39,6.77
19731019,7.31,6.75
19731022,,
19731023,7.29,6.8
19731024,7.19,6.81
19731025,7.18,6.76
19731026,7.17,6.76
19731029,7.16,6.77
19731030,7.14,6.75
19731031,7.21,6.8
19731101,7.33,6.83
19731102,7.44,6.85
19731105,7.64,7
19731106,,
19731107,7.8,6.98
19731108,7.71,6.91
19731109,7.78,6.93
19731112,7.9,7.03
19731113,8,7.16
19731114,8.02,7.19
19731115,7.82,7.1
19731116,7.73,7.05
19731119,7.54,6.91
19731120,7.49,6.9
19731121,7.45,6.8
19731122,,
19731123,7.43,6.81
19731126,7.22,6.76
19731127,7.25,6.77
19731128,7.25,6.8
19731129,7.3,6.8
19731130,7.28,6.77
19731203,7.32,6.84
19731204,7.36,6.85
19731205,7.48,6.9
19731206,7.56,6.91
19731207,7.52,6.88
19731210,7.32,6.72
19731211,7.31,6.77
19731212,7.21,6.73
19731213,7.25,6.76
19731214,7.16,6.74
19731217,7.01,6.71
19731218,7.05,6.75
19731219,7.1,6.75
19731220,7.09,6.73
19731221,7.15,6.75
19731224,,
19731225,,
19731226,7.36,6.87
19731227,7.32,6.84
19731228,7.27,6.81
19731231,7.3,6.83
19740101,,
19740102,7.38,6.86
19740103,7.32,6.83
19740104,7.27,6.83
19740107,7.33,6.86
19740108,7.34,6.87
19740109,7.34,6.87
19740110,7.45,6.91
19740111,7.47,6.96
19740114,7.52,6.98
19740115,7.48,6.94
19740116,7.49,6.96
19740117,7.47,6.93
19740118,7.48,6.94
19740121,7.52,6.99
19740122,7.54,7.05
19740123,7.56,7.08
19740124,7.53,7.06
19740125,7.53,7.06
19740128,7.44,7.01
19740129,7.41,7
19740130,7.27,6.97
19740131,7.12,6.91
19740201,6.92,6.85
19740204,6.74,6.8
19740205,6.76,6.8
19740206,6.74,6.77
19740207,6.92,6.82
19740208,6.86,6.79
19740211,6.87,6.78
19740212,,
19740213,6.84,6.76
19740214,6.75,6.72
19740215,6.78,6.74
19740218,,
19740219,6.8,6.76
19740220,6.83,6.77
19740221,6.84,6.81
19740222,6.91,6.82
19740225,6.93,6.83
19740226,7.11,6.94
19740227,7.14,6.96
19740228,7.16,6.98
19740301,7.23,7.06
19740304,7.28,7.08
19740305,7.31,7.08
19740306,7.26,7.02
19740307,7.25,7.01
19740308,7.4,7.09
19740311,7.3,7.12
19740312,7.36,7.12
19740313,7.48,7.16
19740314,7.45,7.14
19740315,7.54,7.22
19740318,7.71,7.32
19740319,7.77,7.33
19740320,7.98,7.4
19740321,8.39,7.56
19740322,8.47,7.65
19740325,8.48,7.68
19740326,8.3,7.62
19740327,8.17,7.59
19740328,8.46,7.67
19740329,8.36,7.65
19740401,8.34,7.67
19740402,8.41,7.71
19740403,8.43,7.75
19740404,8.53,7.88
19740405,8.65,7.97
19740408,8.62,7.92
19740409,8.63,7.92
19740410,8.54,7.84
19740411,8.51,7.83
19740412,,
19740415,8.39,7.75
19740416,8.52,7.88
19740417,8.63,7.88
19740418,8.72,7.97
19740419,8.63,7.93
19740422,8.63,7.95
19740423,8.67,7.96
19740424,8.63,7.95
19740425,8.8,8.04
19740426,8.83,8.11
19740429,8.96,8.2
19740430,8.99,8.21
19740501,8.94,8.16
19740502,8.92,8.2
19740503,9.17,8.35
19740506,9.23,8.42
19740507,9.24,8.56
19740508,9.22,8.46
19740509,9.24,8.47
19740510,9.02,8.19
19740513,8.83,8.06
19740514,8.92,8.13
19740515,8.67,8.1
19740516,8.65,8.12
19740517,8.73,8.21
19740520,8.71,8.21
19740521,8.56,8.13
19740522,8.39,8.07
19740523,8.35,7.98
19740524,8.27,7.94
19740527,,
19740528,8.42,8.05
19740529,8.52,8.06
19740530,8.5,8.02
19740531,8.71,8.06
19740603,8.81,8.11
19740604,8.61,8.02
19740605,8.65,8.04
19740606,8.57,8
19740607,8.51,7.93
19740610,8.48,7.93
19740611,8.52,7.95
19740612,8.62,8.03
19740613,8.77,8.1
19740614,8.74,8.06
19740617,8.57,8.01
19740618,8.66,8.06
19740619,8.59,8.06
19740620,8.58,8.07
19740621,8.61,8.1
19740624,8.72,8.22
19740625,8.83,8.29
19740626,8.78,8.25
19740627,8.9,8.36
19740628,8.87,8.33
19740701,9,8.38
19740702,9,8.35
19740703,9.07,8.43
19740704,,
19740705,9.1,8.51
19740708,9.2,8.63
19740709,9.13,8.63
19740710,9.05,8.58
19740711,8.98,8.54
19740712,8.65,8.41
19740715,8.56,8.42
19740716,8.65,8.42
19740717,8.62,8.38
19740718,8.63,8.38
19740719,8.6,8.29
19740722,8.5,8.18
19740723,8.47,8.15
19740724,8.34,8.06
19740725,8.44,8.04
19740726,8.7,8.24
19740729,8.77,8.32
19740730,9.03,8.47
19740731,9,8.46
19740801,9.13,8.57
19740802,9.21,8.68
19740805,9.09,8.61
19740806,8.99,8.53
19740807,9.09,8.62
19740808,9.09,8.59
19740809,9.16,8.62
19740812,9.13,8.58
19740813,9.15,8.6
19740814,9.13,8.58
19740815,9.02,8.57
19740816,9.01,8.53
19740819,9.05,8.53
19740820,9.21,8.56
19740821,9.42,8.65
19740822,9.93,8.74
19740823,10.03,8.79
19740826,10,8.77
19740827,9.82,8.72
19740828,9.82,8.71
19740829,9.77,8.68
19740830,9.73,8.63
19740902,,
19740903,9.73,8.65
19740904,9.71,8.63
19740905,9.54,8.59
19740906,9.37,8.57
19740909,9.04,8.49
19740910,9.13,8.5
19740911,8.98,8.49
19740912,9.21,8.57
19740913,9.09,8.53
19740916,8.66,8.45
19740917,8.77,8.41
19740918,8.78,8.35
19740919,8.7,8.3
19740920,8.51,8.26
19740923,8.48,8.15
19740924,8.49,8.16
19740925,8.47,8.16
19740926,8.4,8.11
19740927,8.22,8.07
19740930,8.21,8.05
19741001,8.32,8.11
19741002,8.39,8.13
19741003,8.42,8.14
19741004,8.21,8.05
19741007,7.79,7.98
19741008,7.81,7.97
19741009,8.01,8.02
19741010,8.13,7.99
19741011,8.09,7.93
19741014,,
19741015,8.08,7.92
19741016,8.19,7.96
19741017,8.16,7.98
19741018,7.93,7.88
19741021,7.83,7.85
19741022,7.84,7.86
19741023,7.88,7.88
19741024,7.93,7.9
19741025,7.96,7.92
19741028,8.11,7.98
19741029,8.01,7.95
19741030,7.99,7.95
19741031,7.93,7.94
19741101,7.96,7.95
19741104,7.93,7.91
19741105,,
19741106,7.78,7.87
19741107,7.74,7.81
19741108,7.75,7.79
19741111,,
19741112,7.69,7.76
19741113,7.66,7.76
19741114,7.51,7.7
19741115,7.48,7.6
19741118,7.56,7.61
19741119,7.57,7.6
19741120,7.53,7.55
19741121,7.57,7.55
19741122,7.54,7.54
19741125,7.56,7.53
19741126,7.63,7.56
19741127,7.68,7.56
19741128,,
19741129,7.66,7.56
19741202,7.74,7.6
19741203,7.62,7.64
19741204,7.49,7.57
19741205,7.49,7.52
19741206,7.41,7.47
19741209,7.24,7.25
19741210,7.31,7.27
19741211,7.21,7.22
19741212,7.24,7.26
19741213,7.18,7.2
19741216,7.08,7.21
19741217,7.02,7.13
19741218,7.09,7.09
19741219,7.14,7.1
19741220,7.15,7.1
19741223,7.31,7.29
19741224,7.36,7.33
19741225,,
19741226,7.31,7.27
19741227,7.34,7.27
19741230,7.35,7.34
19741231,7.35,7.36
19750101,,
19750102,7.27,7.34
19750103,7.19,7.36
19750106,7.1,7.34
19750107,7,7.35
19750108,6.95,7.32
19750109,6.97,7.29
19750110,7.01,7.34
19750113,7.07,7.4
19750114,6.99,7.41
19750115,7.08,7.49
19750116,7.01,7.48
19750117,6.97,7.45
19750120,6.99,7.54
19750121,6.81,7.48
19750122,6.69,7.45
19750123,6.53,7.5
19750124,6.5,7.45
19750127,6.47,7.44
19750128,6.45,7.42
19750129,6.45,7.38
19750130,6.45,7.35
19750131,6.36,7.34
19750203,6.08,7.25
19750204,6.02,7.19
19750205,5.64,7.08
19750206,5.9,7.11
19750207,5.99,7.11
19750210,6.17,7.22
19750211,6.1,7.19
19750212,,
19750213,6.07,7.19
19750214,5.94,7.07
19750217,,
19750218,5.82,7
19750219,5.81,6.93
19750220,5.88,7
19750221,5.92,7.03
19750224,5.99,7.03
19750225,6.11,7.13
19750226,6.16,7.2
19750227,6.11,7.17
19750228,6.01,7.13
19750303,6.09,7.2
19750304,6.1,7.22
19750305,6.02,7.14
19750306,5.99,7.16
19750307,6.11,7.21
19750310,6.06,7.25
19750311,6,7.2
19750312,5.99,7.2
19750313,5.97,7.19
19750314,5.97,7.21
19750317,6.03,7.32
19750318,6.04,7.31
19750319,6.11,7.39
19750320,6.1,7.37
19750321,6.19,7.4
19750324,6.22,7.45
19750325,6.22,7.43
19750326,6.28,7.46
19750327,6.25,7.46
19750328,,
19750331,6.36,7.5
19750401,6.53,7.65
19750402,6.79,7.82
19750403,6.73,7.83
19750404,6.86,7.84
19750407,7.15,8.06
19750408,7.01,7.97
19750409,6.89,7.93
19750410,6.89,7.97
19750411,6.9,7.96
19750414,6.89,7.9
19750415,6.82,7.9
19750416,6.71,7.9
19750417,6.84,7.99
19750418,6.9,8.05
19750421,7.04,8.16
19750422,7.09,8.13
19750423,7.02,8.09
19750424,6.99,8.07
19750425,6.97,8.07
19750428,7.07,8.17
19750429,6.92,8.12
19750430,6.88,8.12
19750501,6.93,8.13
19750502,6.64,7.86
19750505,6.62,7.83
19750506,6.68,7.89
19750507,6.65,7.82
19750508,6.6,7.78
19750509,6.52,7.79
19750512,6.35,7.74
19750513,6.28,7.7
19750514,6.26,7.64
19750515,6.33,7.68
19750516,6.27,7.64
19750519,6.2,7.62
19750520,6.17,7.59
19750521,6.17,7.6
19750522,6.24,7.63
19750523,6.25,7.61
19750526,,
19750527,6.26,7.6
19750528,6.36,7.64
19750529,6.32,7.72
19750530,6.08,7.61
19750602,6.2,7.62
19750603,6.22,7.62
19750604,6.2,7.57
19750605,6.22,7.52
19750606,6.18,7.48
19750609,6.01,7.36
19750610,5.98,7.35
19750611,5.81,7.23
19750612,5.8,7.24
19750613,5.83,7.22
19750616,5.82,7.21
19750617,6.03,7.3
19750618,6.23,7.41
19750619,6.33,7.44
19750620,6.6,7.62
19750623,6.58,7.64
19750624,6.69,7.64
19750625,6.76,7.83
19750626,6.87,7.85
19750627,6.82,7.78
19750630,6.85,7.82
19750701,6.9,7.85
19750702,6.96,7.88
19750703,6.96,7.94
19750704,,
19750707,7.01,7.93
19750708,6.89,7.86
19750709,6.97,7.88
19750710,6.98,7.92
19750711,6.95,7.82
19750714,6.88,7.77
19750715,6.92,7.82
19750716,7,7.89
19750717,7.01,7.88
19750718,7.05,7.92
19750721,7.19,7.97
19750722,7.3,7.98
19750723,7.31,7.96
19750724,7.33,7.96
19750725,7.39,8
19750728,7.4,7.98
19750729,7.36,8
19750730,7.34,8.03
19750731,7.38,8.07
19750801,7.44,8.18
19750804,7.5,8.26
19750805,7.57,8.28
19750806,7.6,8.29
19750807,7.78,8.4
19750808,7.71,8.32
19750811,7.59,8.25
19750812,7.65,8.34
19750813,7.77,8.33
19750814,7.8,8.39
19750815,7.82,8.44
19750818,7.8,8.4
19750819,7.73,8.36
19750820,7.79,8.38
19750821,7.86,8.46
19750822,7.8,8.4
19750825,7.84,8.42
19750826,7.77,8.34
19750827,7.7,8.27
19750828,7.66,8.22
19750829,7.56,8.16
19750901,,
19750902,7.6,8.2
19750903,7.62,8.21
19750904,7.61,8.22
19750905,7.64,8.31
19750908,7.59,8.31
19750909,7.64,8.35
19750910,7.65,8.41
19750911,7.79,8.52
19750912,7.81,8.53
19750915,7.88,8.56
19750916,7.96,8.56
19750917,7.93,8.48
19750918,7.86,8.45
19750919,7.76,8.34
19750922,7.74,8.22
19750923,7.73,8.27
19750924,7.67,8.22
19750925,7.76,8.3
19750926,7.84,8.4
19750929,7.84,8.4
19750930,7.83,8.42
19751001,7.76,8.4
19751002,7.69,8.35
19751003,7.38,8.13
19751006,7.28,8.12
19751007,7.39,8.19
19751008,7.3,8.18
19751009,7.27,8.15
19751010,7.03,8.04
19751013,,
19751014,7.07,8.1
19751015,7.12,8.1
19751016,6.92,7.91
19751017,6.88,7.92
19751020,6.85,7.92
19751021,6.71,7.87
19751022,6.73,7.87
19751023,6.7,7.77
19751024,6.64,7.79
19751027,6.64,7.82
19751028,6.63,7.8
19751029,6.43,7.72
19751030,6.22,7.62
19751031,6.27,7.66
19751103,6.34,7.75
19751104,,
19751105,6.3,7.65
19751106,6.31,7.69
19751107,6.23,7.59
19751110,6.22,7.54
19751111,,
19751112,6.3,7.62
19751113,6.4,7.68
19751114,6.58,7.84
19751117,6.51,7.87
19751118,6.52,7.91
19751119,6.57,7.94
19751120,6.54,7.88
19751121,6.76,8.01
19751124,6.64,7.9
19751125,6.7,7.93
19751126,6.68,7.92
19751127,,
19751128,6.68,7.9
19751201,6.66,7.87
19751202,6.67,7.86
19751203,6.69,7.84
19751204,6.89,7.89
19751205,6.85,7.88
19751208,6.89,7.97
19751209,6.98,8
19751210,6.94,8
19751211,6.82,7.94
19751212,6.79,7.91
19751215,6.76,7.87
19751216,6.77,7.82
19751217,6.64,7.7
19751218,6.64,7.73
19751219,6.44,7.61
19751222,6.4,7.64
19751223,6.38,7.62
19751224,6.32,7.59
19751225,,
19751226,6.17,7.48
19751229,6.23,7.51
19751230,6.13,7.46
19751231,6.16,7.5
19760101,,
19760102,6.2,7.54
19760105,6.24,7.5
19760106,6.03,7.41
19760107,5.92,7.43
19760108,5.91,7.47
19760109,5.71,7.37
19760112,5.69,7.34
19760113,5.73,7.34
19760114,5.77,7.41
19760115,5.8,7.47
19760116,5.85,7.53
19760119,5.75,7.46
19760120,5.77,7.52
19760121,5.75,7.48
19760122,5.77,7.51
19760123,5.65,7.45
19760126,5.7,7.47
19760127,5.7,7.48
19760128,5.69,7.52
19760129,5.64,7.46
19760130,5.65,7.43
19760202,5.7,7.44
19760203,5.77,7.46
19760204,5.92,7.5
19760205,5.85,7.47
19760206,5.86,7.49
19760209,5.79,7.47
19760210,5.83,7.49
19760211,5.82,7.5
19760212,,
19760213,5.85,7.5
19760216,,
19760217,5.9,7.44
19760218,5.96,7.47
19760219,6,7.45
19760220,5.97,7.41
19760223,5.92,7.39
19760224,5.97,7.39
19760225,5.98,7.37
19760226,6.04,7.37
19760227,6.21,7.46
19760301,6.42,7.57
19760302,6.39,7.53
19760303,6.39,7.56
19760304,6.47,7.61
19760305,6.3,7.56
19760308,6.23,7.54
19760309,6.25,7.56
19760310,6.22,7.56
19760311,6.28,7.56
19760312,6.18,7.5
19760315,6.28,7.52
19760316,6.27,7.54
19760317,6.22,7.52
19760318,6.19,7.48
19760319,6.18,7.49
19760322,6.09,7.43
19760323,6.08,7.41
19760324,6.05,7.4
19760325,6.04,7.38
19760326,6.05,7.38
19760329,6.07,7.37
19760330,6.1,7.4
19760331,6.11,7.39
19760401,6.2,7.44
19760402,6.11,7.38
19760405,6.01,7.34
19760406,5.95,7.31
19760407,6,7.29
19760408,5.93,7.24
19760409,5.9,7.23
19760412,5.8,7.2
19760413,5.7,7.16
19760414,5.74,7.14
19760415,5.76,7.14
19760416,,
19760419,5.8,7.18
19760420,5.81,7.17
19760421,5.74,7.12
19760422,5.83,7.19
19760423,6.02,7.31
19760426,6.01,7.3
19760427,6,7.31
19760428,5.95,7.28
19760429,5.99,7.25
19760430,6.14,7.34
19760503,6.04,7.36
19760504,6.06,7.31
19760505,6.06,7.34
19760506,6.13,7.37
19760507,6.15,7.45
19760510,6.18,7.51
19760511,6.22,7.52
19760512,6.31,7.54
19760513,6.31,7.53
19760514,6.42,7.59
19760517,6.45,7.63
19760518,6.42,7.63
19760519,6.52,7.64
19760520,6.65,7.71
19760521,6.66,7.81
19760524,6.6,7.76
19760525,6.59,7.72
19760526,6.69,7.78
19760527,6.82,7.82
19760528,6.75,7.78
19760531,,
19760601,6.7,7.71
19760602,6.72,7.74
19760603,6.73,7.75
19760604,6.6,7.67
19760607,6.51,7.64
19760608,6.55,7.67
19760609,6.53,7.66
19760610,6.53,7.61
19760611,6.49,7.58
19760614,6.44,7.56
19760615,6.47,7.59
19760616,6.52,7.62
19760617,6.51,7.6
19760618,6.46,7.54
19760621,6.45,7.51
19760622,6.48,7.53
19760623,6.46,7.53
19760624,6.43,7.53
19760625,6.45,7.56
19760628,6.5,7.58
19760629,6.47,7.59
19760630,6.46,7.58
19760701,6.46,7.59
19760702,6.43,7.57
19760705,,
19760706,6.38,7.55
19760707,6.39,7.57
19760708,6.25,7.52
19760709,6.11,7.45
19760712,6.07,7.4
19760713,6.13,7.42
19760714,6.14,7.43
19760715,6.06,7.38
19760716,6.2,7.47
19760719,6.16,7.51
19760720,6.24,7.52
19760721,6.26,7.51
19760722,6.24,7.52
19760723,6.15,7.5
19760726,6.14,7.51
19760727,6.1,7.44
19760728,6.1,7.48
19760729,6.08,7.43
19760730,6.12,7.47
19760802,6.12,7.54
19760803,6.1,7.5
19760804,6.11,7.45
19760805,6.15,7.4
19760806,6.02,7.37
19760809,6.02,7.38
19760810,6.03,7.37
19760811,5.98,7.33
19760812,6.04,7.33
19760813,6.01,7.28
19760816,5.98,7.23
19760817,5.99,7.26
19760818,6,7.26
19760819,6,7.29
19760820,6.02,7.28
19760823,5.98,7.23
19760824,5.93,7.22
19760825,5.9,7.19
19760826,5.89,7.19
19760827,5.97,7.26
19760830,5.92,7.23
19760831,5.9,7.16
19760901,5.89,7.14
19760902,5.93,7.18
19760903,5.9,7.16
19760906,,
19760907,5.87,7.15
19760908,5.87,7.16
19760909,5.91,7.19
19760910,5.92,7.17
19760913,5.94,7.2
19760914,5.92,7.18
19760915,5.93,7.17
19760916,5.85,7.13
19760917,5.69,7.04
19760920,5.77,7.07
19760921,5.69,7.06
19760922,5.74,7.09
19760923,5.76,7.09
19760924,5.86,7.18
19760927,5.86,7.14
19760928,5.81,7.09
19760929,5.84,7.08
19760930,5.78,7.05
19761001,5.72,6.95
19761004,5.68,6.94
19761005,5.73,6.94
19761006,5.67,6.88
19761007,5.6,6.86
19761008,5.47,6.71
19761011,,
19761012,5.46,6.64
19761013,5.45,6.66
19761014,5.32,6.63
19761015,5.29,6.55
19761018,5.29,6.55
19761019,5.4,6.6
19761020,5.4,6.64
19761021,5.44,6.67
19761022,5.5,6.78
19761025,5.54,6.87
19761026,5.51,6.83
19761027,5.46,6.8
19761028,5.5,6.76
19761029,5.5,6.78
19761101,5.46,6.7
19761102,,
19761103,5.5,6.79
19761104,5.38,6.72
19761105,5.45,6.75
19761108,5.53,6.82
19761109,5.54,6.82
19761110,5.48,6.78
19761111,,
19761112,5.48,6.73
19761115,5.45,6.7
19761116,5.35,6.6
19761117,5.33,6.56
19761118,5.36,6.59
19761119,5.14,6.44
19761122,5.09,6.3
19761123,5.11,6.28
19761124,5.1,6.23
19761125,,
19761126,4.91,5.99
19761129,4.98,6.02
19761130,4.95,6.05
19761201,4.93,6.02
19761202,4.92,6
19761203,4.84,6.03
19761206,4.94,6.05
19761207,4.92,6.09
19761208,4.96,6.13
19761209,4.94,6.14
19761210,4.87,6.02
19761213,4.92,6.16
19761214,4.91,6.13
19761215,4.9,6.14
19761216,4.92,6.14
19761217,4.89,6.11
19761220,4.82,6.08
19761221,4.89,6.14
19761222,4.86,6.12
19761223,4.87,6.11
19761224,,
19761227,4.86,6.13
19761228,4.9,6.15
19761229,4.87,6.16
19761230,4.86,6.12
19761231,4.86,6.13
19770103,4.88,6.16
19770104,5,6.19
19770105,4.96,6.18
19770106,5.01,6.23
19770107,5.24,6.42
19770110,5.21,6.6
19770111,5.24,6.68
19770112,5.2,6.6
19770113,5.14,6.5
19770114,5.31,6.59
19770117,5.35,6.6
19770118,5.42,6.7
19770119,5.36,6.64
19770120,5.36,6.64
19770121,5.39,6.68
19770124,5.47,6.77
19770125,5.44,6.74
19770126,5.45,6.76
19770127,5.57,6.88
19770128,5.55,6.86
19770131,5.56,6.83
19770201,5.55,6.91
19770202,5.66,7.02
19770203,5.65,6.93
19770204,5.44,6.7
19770207,5.41,6.75
19770208,5.42,6.76
19770209,5.39,6.73
19770210,5.41,6.76
19770211,5.36,6.76
19770214,5.36,6.76
19770215,5.39,6.72
19770216,5.4,6.7
19770217,5.33,6.67
19770218,5.38,6.82
19770221,,
19770222,5.46,6.84
19770223,5.5,6.95
19770224,5.62,7.02
19770225,5.59,6.99
19770228,5.56,6.98
19770301,5.62,6.99
19770302,5.54,6.93
19770303,5.53,6.9
19770304,5.52,6.98
19770307,5.54,6.99
19770308,5.54,6.99
19770309,5.53,6.97
19770310,5.54,6.95
19770311,5.45,6.9
19770314,5.44,6.89
19770315,5.47,6.87
19770316,5.49,6.9
19770317,5.55,6.94
19770318,5.5,6.9
19770321,5.48,6.88
19770322,5.47,6.87
19770323,5.46,6.88
19770324,5.5,6.9
19770325,5.53,6.94
19770328,5.48,6.96
19770329,5.48,6.93
19770330,5.45,6.95
19770331,5.4,6.94
19770401,5.42,6.92
19770404,5.43,6.94
19770405,5.43,6.95
19770406,5.43,6.95
19770407,5.41,6.93
19770408,,
19770411,5.36,6.84
19770412,5.46,6.83
19770413,5.4,6.81
19770414,5.33,6.56
19770415,5.38,6.6
19770418,5.34,6.61
19770419,5.42,6.66
19770420,5.43,6.71
19770421,5.42,6.72
19770422,5.46,6.8
19770425,5.55,6.82
19770426,5.5,6.76
19770427,5.51,6.75
19770428,5.54,6.78
19770429,5.6,6.9
19770502,5.7,6.94
19770503,5.63,6.9
19770504,5.6,6.89
19770505,5.65,6.94
19770506,5.77,7
19770509,5.8,6.97
19770510,5.85,6.99
19770511,5.92,7.03
19770512,5.88,6.98
19770513,5.88,6.94
19770516,5.88,6.92
19770517,5.9,6.91
19770518,5.9,6.89
19770519,5.97,7
19770520,6,7.01
19770523,5.97,6.99
19770524,5.92,6.93
19770525,5.88,6.88
19770526,5.92,6.86
19770527,5.84,6.88
19770530,,
19770531,5.86,6.87
19770601,5.85,6.87
19770602,5.86,6.87
19770603,5.85,6.86
19770606,5.84,6.87
19770607,5.84,6.85
19770608,5.83,6.84
19770609,5.84,6.85
19770610,5.82,6.78
19770613,5.81,6.74
19770614,5.77,6.68
19770615,5.82,6.73
19770616,5.82,6.74
19770617,5.8,6.72
19770620,5.78,6.74
19770621,5.81,6.74
19770622,5.82,6.7
19770623,5.84,6.72
19770624,5.7,6.68
19770627,5.72,6.65
19770628,5.7,6.64
19770629,5.72,6.68
19770630,5.72,6.7
19770701,5.72,6.71
19770704,,
19770705,5.78,6.75
19770706,5.8,6.78
19770707,5.82,6.78
19770708,5.83,6.82
19770711,5.85,6.83
19770712,5.86,6.81
19770713,5.87,6.75
19770714,,
19770715,5.92,6.82
19770718,5.99,6.84
19770719,5.95,6.83
19770720,6,6.85
19770721,6.03,6.89
19770722,6,6.88
19770725,5.98,6.86
19770726,5.96,6.86
19770727,6.04,6.94
19770728,6.18,7.01
19770729,6.22,7.03
19770801,6.19,7.02
19770802,6.28,7.05
